id,month_year,region,site_name,work_site_status,kpi_source,lob,kpi_name_w_subtypes,numerator,denominator,kpi_value,goal,kpi_attainment,goal_type,kpi_unit_of_measure,kpi_attainment_v2,kpi_value_vs_goal,kpi_value2,kpi_value_2,month,year
505,2023APR,SEA,PHL - Antipolo - Lizzy's Watchtower,Onsite,Frontier PDO,FB FoA,Average Handle Time,"3,802,512.43","22,870.00",1.66,1.12,0.0,lower is better,.,0,-54.27,166.27,166.27,4,2023
506,2023APR,SEA,PHL - Antipolo - Lizzy's Watchtower,Permanent WFH,Frontier PDO,FB FoA,Average Handle Time,"491,570.84","3,823.00",1.29,1.12,0.0,lower is better,.,0,-16.58,128.58,128.58,4,2023
507,2023MAY,SEA,PHL - Antipolo - Lizzy's Watchtower,Current WFH,Frontier PDO,FB FoA,Average Handle Time,"2,049,830.61","7,259.00",2.82,1.12,0.0,lower is better,.,0,-170.38,282.38,282.38,5,2023
508,2023MAY,SEA,PHL - Antipolo - Lizzy's Watchtower,Onsite,Frontier PDO,FB FoA,Average Handle Time,"431,705.34","1,532.00",2.82,1.12,0.0,lower is better,.,0,-169.79,281.79,281.79,5,2023
509,2023MAY,SEA,PHL - Antipolo - Lizzy's Watchtower,Permanent WFH,Frontier PDO,FB FoA,Average Handle Time,"100,987.45",337.00,3.0,1.12,0.0,lower is better,.,0,-187.67,299.67,299.67,5,2023
510,2023JAN,IN,IND - Indore City - Rangreza,Current WFH,Frontier PDO,FB Marketplace,Accuracy,"73,886.00","74,367.00",0.99,0.95,1.0,higher is better,%,1,0.04,0.99,0.99,1,2023
511,2023JAN,SEA,PHL - Antipolo - Lizzy's Watchtower,Current WFH,Frontier PDO,FB Marketplace,Accuracy,"24,222.00","24,288.00",1.0,0.85,1.0,higher is better,%,1,0.15,1.00,1.00,1,2023
512,2023FEB,IN,IND - Indore City - Rangreza,Current WFH,Frontier PDO,FB Marketplace,Accuracy,"63,576.00","63,793.00",1.0,0.95,1.0,higher is better,%,1,0.05,1.00,1.00,2,2023
513,2023FEB,SEA,PHL - Antipolo - Lizzy's Watchtower,Current WFH,Frontier PDO,FB Marketplace,Accuracy,"45,428.00","45,562.00",1.0,0.85,1.0,higher is better,%,1,0.15,1.00,1.00,2,2023
514,2023MAR,IN,IND - Indore City - Rangreza,Current WFH,Frontier PDO,FB Marketplace,Accuracy,"155,818.00","156,428.00",1.0,0.95,1.0,higher is better,%,1,0.05,1.00,1.00,3,2023
515,2023MAR,IN,IND - Indore City - Rangreza,Onsite,Frontier PDO,FB Marketplace,Accuracy,70.00,74.00,0.95,0.95,0.0,higher is better,%,0,-0.0,0.95,0.95,3,2023
516,2023MAR,SEA,PHL - Antipolo - Lizzy's Watchtower,Current WFH,Frontier PDO,FB Marketplace,Accuracy,"92,078.00","92,328.00",1.0,0.85,1.0,higher is better,%,1,0.15,1.00,1.00,3,2023
517,2023APR,IN,IND - Indore City - Rangreza,Current WFH,Frontier PDO,FB Marketplace,Accuracy,"77,196.00","77,332.00",1.0,0.95,1.0,higher is better,%,1,0.05,1.00,1.00,4,2023
518,2023APR,SEA,PHL - Antipolo - Lizzy's Watchtower,Current WFH,Frontier PDO,FB Marketplace,Accuracy,"15,170.00","15,231.00",1.0,0.85,1.0,higher is better,%,1,0.15,1.00,1.00,4,2023
519,2023JAN,IN,IND - Indore City - Rangreza,Current WFH,Frontier PDO,FB Marketplace,Average Handle Time,"25,627,741.99","1,878,205.00",0.14,0.23,1.0,lower is better,.,1,9.36,13.64,13.64,1,2023
520,2023JAN,SEA,PHL - Antipolo - Lizzy's Watchtower,Current WFH,Frontier PDO,FB Marketplace,Average Handle Time,"9,251,057.78","739,908.00",0.12,0.25,1.0,lower is better,.,1,12.5,12.50,12.50,1,2023
521,2023FEB,IN,IND - Indore City - Rangreza,Current WFH,Frontier PDO,FB Marketplace,Average Handle Time,"21,035,676.73","1,643,558.00",0.13,0.23,1.0,lower is better,.,1,10.2,12.80,12.80,2,2023
522,2023FEB,SEA,PHL - Antipolo - Lizzy's Watchtower,Current WFH,Frontier PDO,FB Marketplace,Average Handle Time,"7,933,858.41","712,627.00",0.11,0.25,1.0,lower is better,.,1,13.87,11.13,11.13,2,2023
523,2023MAR,IN,IND - Indore City - Rangreza,Current WFH,Frontier PDO,FB Marketplace,Average Handle Time,"26,439,630.52","2,136,505.00",0.12,0.23,1.0,lower is better,.,1,10.62,12.38,12.38,3,2023
524,2023MAR,SEA,PHL - Antipolo - Lizzy's Watchtower,Current WFH,Frontier PDO,FB Marketplace,Average Handle Time,"9,211,717.75","739,195.00",0.12,0.25,1.0,lower is better,.,1,12.54,12.46,12.46,3,2023
525,2023APR,IN,IND - Indore City - Rangreza,Current WFH,Frontier PDO,FB Marketplace,Average Handle Time,"12,925,964.40","846,739.00",0.15,0.23,1.0,lower is better,.,1,7.73,15.27,15.27,4,2023
526,2023APR,SEA,PHL - Antipolo - Lizzy's Watchtower,Current WFH,Frontier PDO,FB Marketplace,Average Handle Time,"5,333,939.47","404,201.00",0.13,0.25,1.0,lower is better,.,1,11.8,13.20,13.20,4,2023
527,2023MAY,IN,IND - Indore City - Rangreza,Current WFH,Frontier PDO,FB Marketplace,Average Handle Time,"1,872,484.85","147,593.00",0.13,0.23,1.0,lower is better,.,1,10.31,12.69,12.69,5,2023
528,2023MAY,SEA,PHL - Antipolo - Lizzy's Watchtower,Current WFH,Frontier PDO,FB Marketplace,Average Handle Time,"674,733.70","56,309.00",0.12,0.25,1.0,lower is better,.,1,13.02,11.98,11.98,5,2023
529,2023JAN,IN,IND - Indore City - Rangreza,Current WFH,Frontier PDO,FB Shopping Visual Search,Accuracy,"20,878.00","22,019.00",0.95,0.9,1.0,higher is better,%,1,0.05,0.95,0.95,1,2023
530,2023JAN,IN,IND - Indore City - Rangreza,Onsite,Frontier PDO,FB Shopping Visual Search,Accuracy,985.00,"1,028.00",0.96,0.9,1.0,higher is better,%,1,0.06,0.96,0.96,1,2023
531,2023FEB,IN,IND - Indore City - Rangreza,Current WFH,Frontier PDO,FB Shopping Visual Search,Accuracy,"19,421.00","20,437.00",0.95,0.9,1.0,higher is better,%,1,0.05,0.95,0.95,2,2023
532,2023FEB,SEA,PHL - Antipolo - Lizzy's Watchtower,Onsite,Frontier PDO,Pages Integrity,Accuracy,"6,440.00","6,460.00",1.0,0.85,1.0,higher is better,%,1,0.15,1.00,1.00,2,2023
533,2023MAR,IN,IND - Indore City - Rangreza,Current WFH,Frontier PDO,FB Shopping Visual Search,Accuracy,"6,922.00","7,146.00",0.97,0.9,1.0,higher is better,%,1,0.07,0.97,0.97,3,2023
534,2023MAR,IN,IND - Indore City - Rangreza,Onsite,Frontier PDO,FB Shopping Visual Search,Accuracy,296.00,308.00,0.96,0.9,1.0,higher is better,%,1,0.06,0.96,0.96,3,2023
535,2023JAN,IN,IND - Indore City - Rangreza,Current WFH,Frontier PDO,FB Shopping Visual Search,Average Handle Time,"10,016,080.90","362,449.00",0.28,0.35,1.0,lower is better,.,1,7.37,27.63,27.63,1,2023
536,2023JAN,IN,IND - Indore City - Rangreza,Onsite,Frontier PDO,FB Shopping Visual Search,Average Handle Time,"521,267.94","16,923.00",0.31,0.35,1.0,lower is better,.,1,4.2,30.80,30.80,1,2023
537,2023FEB,IN,IND - Indore City - Rangreza,Current WFH,Frontier PDO,FB Shopping Visual Search,Average Handle Time,"8,074,857.60","307,343.00",0.26,0.35,1.0,lower is better,.,1,8.73,26.27,26.27,2,2023
538,2023FEB,SEA,PHL - Antipolo - Lizzy's Watchtower,Onsite,Frontier PDO,Pages Integrity,Average Handle Time,"3,876,856.21","100,296.00",0.39,2.4,1.0,lower is better,.,1,201.35,38.65,38.65,2,2023
539,2023MAR,IN,IND - Indore City - Rangreza,Current WFH,Frontier PDO,FB Shopping Visual Search,Average Handle Time,"1,656,600.72","64,281.00",0.26,0.35,1.0,lower is better,.,1,9.23,25.77,25.77,3,2023
540,2023MAR,IN,IND - Indore City - Rangreza,Onsite,Frontier PDO,FB Shopping Visual Search,Average Handle Time,"86,230.09","2,991.00",0.29,0.35,1.0,lower is better,.,1,6.17,28.83,28.83,3,2023
541,2023JAN,SEA,PHL - Antipolo - Lizzy's Watchtower,Current WFH,Frontier PDO,Gaming Integrity,Accuracy,"15,073.00","15,211.00",0.99,0.9,1.0,higher is better,%,1,0.09,0.99,0.99,1,2023
542,2023FEB,SEA,PHL - Antipolo - Lizzy's Watchtower,Current WFH,Frontier PDO,Gaming Integrity,Accuracy,"9,627.00","9,750.00",0.99,0.9,1.0,higher is better,%,1,0.09,0.99,0.99,2,2023
543,2023MAR,SEA,PHL - Antipolo - Lizzy's Watchtower,Current WFH,Frontier PDO,Gaming Integrity,Accuracy,"30,036.00","30,620.00",0.98,0.9,1.0,higher is better,%,1,0.08,0.98,0.98,3,2023
544,2023APR,SEA,PHL - Antipolo - Lizzy's Watchtower,Current WFH,Frontier PDO,Gaming Integrity,Accuracy,"3,565.00","3,616.00",0.99,0.9,1.0,higher is better,%,1,0.09,0.99,0.99,4,2023
545,2023JAN,SEA,PHL - Antipolo - Lizzy's Watchtower,Current WFH,Frontier PDO,Gaming Integrity,Average Handle Time,"7,678,421.12","100,106.00",0.77,1.03,1.0,lower is better,.,1,26.32,76.70,76.70,1,2023
546,2023FEB,SEA,PHL - Antipolo - Lizzy's Watchtower,Current WFH,Frontier PDO,Gaming Integrity,Average Handle Time,"7,263,827.54","98,545.00",0.74,1.03,1.0,lower is better,.,1,29.31,73.71,73.71,2,2023
547,2023MAR,SEA,PHL - Antipolo - Lizzy's Watchtower,Current WFH,Frontier PDO,Gaming Integrity,Average Handle Time,"8,109,000.42","114,486.00",0.71,1.03,1.0,lower is better,.,1,32.19,70.83,70.83,3,2023
548,2023APR,SEA,PHL - Antipolo - Lizzy's Watchtower,Current WFH,Frontier PDO,Gaming Integrity,Average Handle Time,"6,401,694.59","93,371.00",0.69,1.03,1.0,lower is better,.,1,34.46,68.56,68.56,4,2023
549,2023MAY,SEA,PHL - Antipolo - Lizzy's Watchtower,Current WFH,Frontier PDO,Gaming Integrity,Average Handle Time,"779,128.54","10,874.00",0.72,1.03,1.0,lower is better,.,1,31.37,71.65,71.65,5,2023
550,2023MAR,IN,IND - Indore City - Rangreza,Current WFH,Frontier PDO,Generative AI Quality Evaluation,Accuracy,"49,460.00","52,542.00",0.94,0.95,1.0,higher is better,%,1,-0.01,0.94,0.94,3,2023
551,2023APR,IN,IND - Indore City - Rangreza,Current WFH,Frontier PDO,Generative AI Quality Evaluation,Accuracy,"1,418.11","2,070.00",0.69,0.95,0.0,higher is better,%,0,-0.26,0.69,0.69,4,2023
552,2023MAY,IN,IND - Indore City - Rangreza,Current WFH,Frontier PDO,Generative AI Quality Evaluation,Accuracy,524.35,697.00,0.75,0.95,0.0,higher is better,%,0,-0.2,0.75,0.75,5,2023
553,2023MAR,IN,IND - Indore City - Rangreza,Current WFH,Frontier PDO,Generative AI Quality Evaluation,Average Handle Time,"26,956,607.81","780,754.00",0.35,0.1,1.0,lower is better,.,1,-24.53,34.53,34.53,3,2023
554,2023APR,IN,IND - Indore City - Rangreza,Current WFH,Frontier PDO,Generative AI Quality Evaluation,Average Handle Time,"40,584,773.76","895,563.00",0.45,0.1,1.0,lower is better,.,1,-35.32,45.32,45.32,4,2023
555,2023MAY,IN,IND - Indore City - Rangreza,Current WFH,Frontier PDO,Generative AI Quality Evaluation,Average Handle Time,"7,187,133.83","226,356.00",0.32,0.1,1.0,lower is better,.,1,-21.75,31.75,31.75,5,2023
556,2023JAN,IN,IND - Indore City - Rangreza,Current WFH,Frontier PDO,Genre Prediction,Average Handle Time,"6,224,715.81","135,700.00",0.46,0.45,0.0,lower is better,.,0,-0.87,45.87,45.87,1,2023
557,2023FEB,IN,IND - Indore City - Rangreza,Current WFH,Frontier PDO,Genre Prediction,Average Handle Time,"2,420,711.32","48,565.00",0.5,0.45,0.0,lower is better,.,0,-4.84,49.84,49.84,2,2023
558,2023JAN,SEA,PHL - Antipolo - Lizzy's Watchtower,Current WFH,Frontier PDO,Group Reels Originality,Average Handle Time,"3,173,410.60","11,139.00",2.85,3.0,1.0,lower is better,.,1,15.11,284.89,284.89,1,2023
559,2023JAN,IN,IND - Indore City - Rangreza,Current WFH,Frontier PDO,Health Ecosystem,Average Handle Time,"16,102,978.66","220,896.00",0.73,1.2,1.0,lower is better,.,1,47.1,72.90,72.90,1,2023
560,2023JAN,SEA,PHL - Antipolo - Lizzy's Watchtower,Current WFH,Frontier PDO,Health Ecosystem,Average Handle Time,"5,037,394.68","44,675.00",1.13,1.2,1.0,lower is better,.,1,7.24,112.76,112.76,1,2023
561,2023JAN,SEA,PHL - Antipolo - Lizzy's Watchtower,Onsite,Frontier PDO,Health Ecosystem,Average Handle Time,"357,937.42","4,460.00",0.8,1.2,1.0,lower is better,.,1,39.74,80.26,80.26,1,2023
562,2023FEB,IN,IND - Indore City - Rangreza,Current WFH,Frontier PDO,Health Ecosystem,Average Handle Time,"14,663,268.73","182,870.00",0.8,1.2,1.0,lower is better,.,1,39.82,80.18,80.18,2,2023
563,2023FEB,SEA,PHL - Antipolo - Lizzy's Watchtower,Current WFH,Frontier PDO,Health Ecosystem,Average Handle Time,"8,283,052.29","97,316.00",0.85,1.2,1.0,lower is better,.,1,34.88,85.12,85.12,2,2023
564,2023FEB,SEA,PHL - Antipolo - Lizzy's Watchtower,Onsite,Frontier PDO,Speech Transcription,Accuracy,"6,267.95","6,332.00",0.99,0.9,1.0,higher is better,%,1,0.09,0.99,0.99,2,2023
565,2023MAR,IN,IND - Indore City - Rangreza,Current WFH,Frontier PDO,Health Ecosystem,Average Handle Time,"17,249,369.12","224,297.00",0.77,1.2,1.0,lower is better,.,1,43.1,76.90,76.90,3,2023
566,2023MAR,SEA,PHL - Antipolo - Lizzy's Watchtower,Current WFH,Frontier PDO,Health Ecosystem,Average Handle Time,"4,057,384.23","54,952.00",0.74,1.2,1.0,lower is better,.,1,46.16,73.84,73.84,3,2023
567,2023MAR,SEA,PHL - Antipolo - Lizzy's Watchtower,Onsite,Frontier PDO,Health Ecosystem,Average Handle Time,"497,014.87","8,089.00",0.61,1.2,1.0,lower is better,.,1,58.56,61.44,61.44,3,2023
568,2023APR,IN,IND - Indore City - Rangreza,Current WFH,Frontier PDO,Health Ecosystem,Average Handle Time,"15,790,648.96","183,849.00",0.86,1.2,1.0,lower is better,.,1,34.11,85.89,85.89,4,2023
569,2023APR,SEA,PHL - Antipolo - Lizzy's Watchtower,Current WFH,Frontier PDO,Health Ecosystem,Average Handle Time,"4,546,957.47","49,825.00",0.91,1.2,1.0,lower is better,.,1,28.74,91.26,91.26,4,2023
570,2023APR,SEA,PHL - Antipolo - Lizzy's Watchtower,Onsite,Frontier PDO,Health Ecosystem,Average Handle Time,"386,438.23","4,707.00",0.82,1.2,1.0,lower is better,.,1,37.9,82.10,82.10,4,2023
571,2023MAY,IN,IND - Indore City - Rangreza,Current WFH,Frontier PDO,Health Ecosystem,Average Handle Time,"2,369,693.79","25,954.00",0.91,1.2,1.0,lower is better,.,1,28.7,91.30,91.30,5,2023
572,2023MAY,SEA,PHL - Antipolo - Lizzy's Watchtower,Current WFH,Frontier PDO,Health Ecosystem,Average Handle Time,"478,894.05","5,254.00",0.91,1.2,1.0,lower is better,.,1,28.85,91.15,91.15,5,2023
573,2023MAR,IN,IND - Indore City - Rangreza,Current WFH,Frontier PDO,Health Ecosystem,Precision,892.00,"1,035.00",0.86,0.8,1.0,higher is better,%,1,0.06,0.86,0.86,3,2023
574,2023APR,IN,IND - Indore City - Rangreza,Current WFH,Frontier PDO,Health Ecosystem,Precision,"2,791.00","3,216.00",0.87,0.8,1.0,higher is better,%,1,0.07,0.87,0.87,4,2023
575,2023JAN,SEA,PHL - Antipolo - Lizzy's Watchtower,Current WFH,Frontier PDO,HG Vetting,Accuracy,"1,028.00","1,034.00",0.99,0.9,1.0,higher is better,%,1,0.09,0.99,0.99,1,2023
576,2023FEB,SEA,PHL - Antipolo - Lizzy's Watchtower,Current WFH,Frontier PDO,HG Vetting,Accuracy,535.00,535.00,1.0,0.9,1.0,higher is better,%,1,0.1,1.00,1.00,2,2023
577,2023JAN,SEA,PHL - Antipolo - Lizzy's Watchtower,Current WFH,Frontier PDO,HG Vetting,Average Handle Time,"7,700,789.95","77,395.00",1.0,1.2,1.0,lower is better,.,1,20.5,99.50,99.50,1,2023
578,2023JAN,SEA,PHL - Antipolo - Lizzy's Watchtower,Onsite,Frontier PDO,HG Vetting,Average Handle Time,"8,724.08",218.00,0.4,1.2,1.0,lower is better,.,1,79.98,40.02,40.02,1,2023
579,2023FEB,SEA,PHL - Antipolo - Lizzy's Watchtower,Current WFH,Frontier PDO,HG Vetting,Average Handle Time,"6,127,270.26","73,436.00",0.83,1.2,1.0,lower is better,.,1,36.56,83.44,83.44,2,2023
580,2023FEB,SEA,PHL - Antipolo - Lizzy's Watchtower,Onsite,Frontier PDO,SUMA,Average Handle Time,"450,812.41","23,823.00",0.19,0.27,1.0,lower is better,.,1,7.81,18.92,18.92,2,2023
581,2023MAR,SEA,PHL - Antipolo - Lizzy's Watchtower,Current WFH,Frontier PDO,HG Vetting,Average Handle Time,"95,443.72","1,279.00",0.75,1.2,1.0,lower is better,.,1,45.38,74.62,74.62,3,2023
582,2023JAN,IN,IND - Indore City - Rangreza,Current WFH,Frontier PDO,Holiday Partners,Accuracy,"37,010.37","38,705.00",0.96,0.9,1.0,higher is better,%,1,0.06,0.96,0.96,1,2023
583,2023JAN,IN,IND - Indore City - Rangreza,Onsite,Frontier PDO,Holiday Partners,Accuracy,0.00,10.00,0.0,0.9,0.0,higher is better,%,0,-0.9,0.00,0.00,1,2023
584,2023JAN,IN,IND - Indore City - Rangreza,Permanent WFH,Frontier PDO,Holiday Partners,Accuracy,205.17,213.00,0.96,0.9,1.0,higher is better,%,1,0.06,0.96,0.96,1,2023
585,2023JAN,IN,IND - Indore City - Rangreza,Unknown,Frontier PDO,Holiday Partners,Accuracy,73.08,80.00,0.91,0.9,1.0,higher is better,%,1,0.01,0.91,0.91,1,2023
586,2023FEB,IN,IND - Indore City - Rangreza,Current WFH,Frontier PDO,Holiday Partners,Accuracy,"41,936.49","44,235.00",0.95,0.9,1.0,higher is better,%,1,0.05,0.95,0.95,2,2023
587,2023FEB,IN,IND - Indore City - Rangreza,Permanent WFH,Frontier PDO,Holiday Partners,Accuracy,151.97,158.00,0.96,0.9,1.0,higher is better,%,1,0.06,0.96,0.96,2,2023
588,2023MAR,IN,IND - Indore City - Rangreza,Current WFH,Frontier PDO,Holiday Partners,Accuracy,"42,580.21","45,290.00",0.94,0.9,1.0,higher is better,%,1,0.04,0.94,0.94,3,2023
589,2023MAR,IN,IND - Indore City - Rangreza,Permanent WFH,Frontier PDO,Holiday Partners,Accuracy,82.72,90.00,0.92,0.9,1.0,higher is better,%,1,0.02,0.92,0.92,3,2023
590,2023APR,IN,IND - Indore City - Rangreza,Current WFH,Frontier PDO,Holiday Partners,Accuracy,"30,154.36","31,927.00",0.94,0.9,1.0,higher is better,%,1,0.04,0.94,0.94,4,2023
591,2023APR,IN,IND - Indore City - Rangreza,Permanent WFH,Frontier PDO,Holiday Partners,Accuracy,86.70,91.00,0.95,0.9,1.0,higher is better,%,1,0.05,0.95,0.95,4,2023
592,2023JAN,IN,IND - Indore City - Rangreza,Current WFH,Frontier PDO,Holiday Partners,Average Handle Time,"112,459,332.29","636,572.00",1.77,1.8,1.0,lower is better,.,1,3.34,176.66,176.66,1,2023
593,2023JAN,IN,IND - Indore City - Rangreza,Permanent WFH,Frontier PDO,Holiday Partners,Average Handle Time,"552,637.13","3,088.00",1.79,1.8,1.0,lower is better,.,1,1.04,178.96,178.96,1,2023
594,2023JAN,IN,IND - Indore City - Rangreza,Unknown,Frontier PDO,Holiday Partners,Average Handle Time,"390,163.85","1,225.00",3.18,1.8,0.0,lower is better,.,0,-138.5,318.50,318.50,1,2023
595,2023FEB,IN,IND - Indore City - Rangreza,Current WFH,Frontier PDO,Holiday Partners,Average Handle Time,"106,091,628.51","670,711.00",1.58,1.8,1.0,lower is better,.,1,21.82,158.18,158.18,2,2023
596,2023FEB,IN,IND - Indore City - Rangreza,Permanent WFH,Frontier PDO,Holiday Partners,Average Handle Time,"531,125.91","3,643.00",1.46,1.8,1.0,lower is better,.,1,34.21,145.79,145.79,2,2023
597,2023MAR,IN,IND - Indore City - Rangreza,Current WFH,Frontier PDO,Holiday Partners,Average Handle Time,"120,711,713.08","1,107,816.00",1.09,1.8,1.0,lower is better,.,1,71.04,108.96,108.96,3,2023
598,2023MAR,IN,IND - Indore City - Rangreza,Permanent WFH,Frontier PDO,Holiday Partners,Average Handle Time,"607,440.58","5,567.00",1.09,1.8,1.0,lower is better,.,1,70.89,109.11,109.11,3,2023
599,2023APR,IN,IND - Indore City - Rangreza,Current WFH,Frontier PDO,Holiday Partners,Average Handle Time,"108,535,817.19","891,079.00",1.22,1.8,1.0,lower is better,.,1,58.2,121.80,121.80,4,2023
600,2023APR,IN,IND - Indore City - Rangreza,Permanent WFH,Frontier PDO,Holiday Partners,Average Handle Time,"486,784.10","4,568.00",1.07,1.8,1.0,lower is better,.,1,73.44,106.56,106.56,4,2023
601,2023MAY,IN,IND - Indore City - Rangreza,Current WFH,Frontier PDO,Holiday Partners,Average Handle Time,"7,207,072.24","44,223.00",1.63,1.8,1.0,lower is better,.,1,17.03,162.97,162.97,5,2023
602,2023JAN,IN,IND - Indore City - Rangreza,Current WFH,Frontier PDO,HowTo100M,Accuracy,572.12,602.00,0.95,0.95,1.0,higher is better,%,1,0.0,0.95,0.95,1,2023
603,2023FEB,IN,IND - Indore City - Rangreza,Current WFH,Frontier PDO,HowTo100M,Accuracy,809.76,833.00,0.97,0.95,1.0,higher is better,%,1,0.02,0.97,0.97,2,2023
604,2023MAR,IN,IND - Indore City - Rangreza,Current WFH,Frontier PDO,HowTo100M,Accuracy,280.59,282.00,1.0,0.95,1.0,higher is better,%,1,0.04,1.00,1.00,3,2023
605,2023APR,IN,IND - Indore City - Rangreza,Current WFH,Frontier PDO,HowTo100M,Accuracy,1.00,1.00,1.0,0.95,1.0,higher is better,%,1,0.05,1.00,1.00,4,2023
606,2023FEB,IN,IND - Indore City - Rangreza,Current WFH,Frontier PDO,HowTo100M,Average Handle Time,"27,735,684.69","31,424.00",8.83,16.2,1.0,lower is better,.,1,737.37,882.63,882.63,2,2023
607,2023MAR,IN,IND - Indore City - Rangreza,Current WFH,Frontier PDO,HowTo100M,Average Handle Time,"7,634,185.93","23,844.00",3.2,16.2,1.0,lower is better,.,1,1299.83,320.17,320.17,3,2023
608,2023MAY,IN,IND - Indore City - Rangreza,Current WFH,Frontier PDO,HowTo100M,Average Handle Time,"76,074.23",94.00,8.09,16.2,1.0,lower is better,.,1,810.7,809.30,809.30,5,2023
609,2023APR,SEA,PHL - Antipolo - Lizzy's Watchtower,Current WFH,Frontier PDO,IG Brand Safety Reels Ads,Accuracy PROGRAM_NULL,262.72,283.00,0.93,0.95,0.0,higher is better,%,0,-0.02,0.93,0.93,4,2023
610,2023APR,SEA,PHL - Antipolo - Lizzy's Watchtower,Hybrid,Frontier PDO,IG Brand Safety Reels Ads,Accuracy PROGRAM_NULL,3.70,4.00,0.93,0.95,0.0,higher is better,%,0,-0.02,0.93,0.93,4,2023
611,2023APR,SEA,PHL - Antipolo - Lizzy's Watchtower,Permanent WFH,Frontier PDO,IG Brand Safety Reels Ads,Accuracy PROGRAM_NULL,3.84,4.00,0.96,0.95,1.0,higher is better,%,1,0.01,0.96,0.96,4,2023
612,2023APR,SEA,PHL - Antipolo - Lizzy's Watchtower,Unknown,Frontier PDO,IG Brand Safety Reels Ads,Accuracy PROGRAM_NULL,1.00,1.00,1.0,0.95,1.0,higher is better,%,1,0.05,1.00,1.00,4,2023
613,2023JAN,SEA,PHL - Antipolo - Lizzy's Watchtower,Current WFH,Frontier PDO,IG Brand Safety Reels Ads,Average Handle Time,"29,920,970.81","390,454.00",0.77,0.8,1.0,lower is better,.,1,3.37,76.63,76.63,1,2023
614,2023JAN,SEA,PHL - Antipolo - Lizzy's Watchtower,Permanent WFH,Frontier PDO,IG Brand Safety Reels Ads,Average Handle Time,"525,472.02","7,336.00",0.72,0.8,1.0,lower is better,.,1,8.37,71.63,71.63,1,2023
615,2023FEB,SEA,PHL - Antipolo - Lizzy's Watchtower,Current WFH,Frontier PDO,IG Brand Safety Reels Ads,Average Handle Time,"24,985,494.36","318,435.00",0.78,0.8,1.0,lower is better,.,1,1.54,78.46,78.46,2,2023
616,2023FEB,SEA,PHL - Antipolo - Lizzy's Watchtower,Permanent WFH,Frontier PDO,IG Brand Safety Reels Ads,Average Handle Time,"397,163.67","5,473.00",0.73,0.8,1.0,lower is better,.,1,7.43,72.57,72.57,2,2023
617,2023MAR,SEA,PHL - Antipolo - Lizzy's Watchtower,Current WFH,Frontier PDO,IG Brand Safety Reels Ads,Average Handle Time,"28,039,741.06","358,494.00",0.78,0.8,1.0,lower is better,.,1,1.78,78.22,78.22,3,2023
618,2023MAR,SEA,PHL - Antipolo - Lizzy's Watchtower,Permanent WFH,Frontier PDO,IG Brand Safety Reels Ads,Average Handle Time,"411,334.23","5,730.00",0.72,0.8,1.0,lower is better,.,1,8.21,71.79,71.79,3,2023
619,2023APR,SEA,PHL - Antipolo - Lizzy's Watchtower,Current WFH,Frontier PDO,IG Brand Safety Reels Ads,Average Handle Time,"28,956,902.55","361,844.00",0.8,0.8,0.0,lower is better,.,0,-0.03,80.03,80.03,4,2023
620,2023APR,SEA,PHL - Antipolo - Lizzy's Watchtower,Permanent WFH,Frontier PDO,IG Brand Safety Reels Ads,Average Handle Time,"477,443.23","6,407.00",0.75,0.8,1.0,lower is better,.,1,5.48,74.52,74.52,4,2023
621,2023MAY,SEA,PHL - Antipolo - Lizzy's Watchtower,Current WFH,Frontier PDO,IG Brand Safety Reels Ads,Average Handle Time,"2,313,481.76","25,878.00",0.89,0.8,0.0,lower is better,.,0,-9.4,89.40,89.40,5,2023
622,2023MAY,SEA,PHL - Antipolo - Lizzy's Watchtower,Permanent WFH,Frontier PDO,IG Brand Safety Reels Ads,Average Handle Time,"34,307.64",473.00,0.73,0.8,1.0,lower is better,.,1,7.47,72.53,72.53,5,2023
623,2023JAN,IN,IND - Indore City - Rangreza,Current WFH,Frontier PDO,IG CI,Accuracy,"9,942.00","9,986.00",1.0,0.9,1.0,higher is better,%,1,0.1,1.00,1.00,1,2023
624,2023FEB,IN,IND - Indore City - Rangreza,Current WFH,Frontier PDO,IG CI,Accuracy,"10,431.00","10,518.00",0.99,0.9,1.0,higher is better,%,1,0.09,0.99,0.99,2,2023
625,2023MAR,IN,IND - Indore City - Rangreza,Current WFH,Frontier PDO,IG CI,Accuracy,"24,202.00","24,432.00",0.99,0.9,1.0,higher is better,%,1,0.09,0.99,0.99,3,2023
626,2023APR,IN,IND - Indore City - Rangreza,Current WFH,Frontier PDO,IG CI,Accuracy,"10,800.00","10,977.00",0.98,0.9,1.0,higher is better,%,1,0.08,0.98,0.98,4,2023
627,2023MAY,IN,IND - Indore City - Rangreza,Current WFH,Frontier PDO,IG CI,Accuracy,"3,239.00","3,291.00",0.98,0.9,1.0,higher is better,%,1,0.08,0.98,0.98,5,2023
628,2023JAN,IN,IND - Indore City - Rangreza,Current WFH,Frontier PDO,IG CI,Average Handle Time,"7,652,275.42","177,079.00",0.43,0.75,1.0,lower is better,.,1,31.79,43.21,43.21,1,2023
629,2023FEB,IN,IND - Indore City - Rangreza,Current WFH,Frontier PDO,IG CI,Average Handle Time,"8,935,948.69","200,408.00",0.45,0.75,1.0,lower is better,.,1,30.41,44.59,44.59,2,2023
